Term,RGB
[esi+0A4h] ecx,"rgb(69, 183, 192)"
short loc_402030,"rgb(69, 182, 193)"
eax 7530h,"rgb(69, 181, 194)"
ebx 91h,"rgb(69, 180, 195)"
ptr loc_401BBD+1,"rgb(68, 196, 180)"
ptr loc_401BF4+1,"rgb(68, 195, 181)"
ptr loc_401B86+1,"rgb(68, 194, 182)"
ptr loc_401AE7+1,"rgb(68, 193, 183)"
ptr loc_401ADD+1,"rgb(68, 192, 184)"
ptr loc_401A7A+1,"rgb(68, 191, 185)"
adc [eax+6Ch],"rgb(68, 190, 186)"
adc [ebx+40h],"rgb(68, 189, 187)"
[esi+0B4h] edx,"rgb(68, 188, 188)"
[ebp+var_4C] 9,"rgb(68, 187, 189)"
[ebp+var_4C] 5Ch,"rgb(68, 186, 190)"
[eax+60h] eax,"rgb(68, 185, 191)"
[ebp+var_4C] 12h,"rgb(68, 184, 192)"
ecx [eax+1CCh],"rgb(68, 183, 193)"
[ebp+var_48] 4Dh,"rgb(68, 182, 194)"
short loc_401D9D,"rgb(68, 181, 195)"
short loc_401D38,"rgb(68, 180, 196)"
[esi-30h] ecx,"rgb(67, 197, 180)"
dd 0A0001h,"rgb(67, 196, 181)"
eax [ebp+PerformanceCount],"rgb(67, 195, 182)"
eax [ebp+SystemTimeAsFileTime],"rgb(67, 194, 183)"
eax [eax-10h],"rgb(67, 193, 184)"
ptr loc_401CC2+1,"rgb(67, 192, 185)"
ptr loc_401CDC+1,"rgb(67, 191, 186)"
ptr loc_401F64+1,"rgb(67, 190, 187)"
ptr loc_401E44+1,"rgb(67, 189, 188)"
ptr loc_401E02+1,"rgb(67, 188, 189)"
ptr loc_401E04+1,"rgb(67, 187, 190)"
add [eax+0Ch],"rgb(67, 186, 191)"
add [eax+ecx*2],"rgb(67, 185, 192)"
db 9Ah,"rgb(67, 184, 193)"
short loc_401A3C,"rgb(67, 183, 194)"
short loc_401A23,"rgb(67, 182, 195)"
short loc_402042,"rgb(67, 181, 196)"
short loc_402048,"rgb(67, 180, 197)"
short loc_40204C,"rgb(66, 198, 180)"
ptr loc_401E20+1,"rgb(66, 197, 181)"
[eax+58h] ebx,"rgb(66, 196, 182)"
[eax+58h] eax,"rgb(66, 195, 183)"
[esi+0B0h] eax,"rgb(66, 194, 184)"
[esi+0ECh] eax,"rgb(66, 193, 185)"
[ebp+var_48] 5Ah,"rgb(66, 192, 186)"
short loc_40205A,"rgb(66, 191, 187)"
short loc_401FFF,"rgb(66, 190, 188)"
short loc_402004,"rgb(66, 189, 189)"
ebx 42Ch,"rgb(66, 188, 190)"
add [ebx+40h],"rgb(66, 187, 191)"
[esi-44h] edi,"rgb(66, 186, 192)"
short loc_40190B,"rgb(66, 185, 193)"
short loc_401951,"rgb(66, 184, 194)"
[ebp+var_30] 0FFFFFFA0h,"rgb(66, 183, 195)"
add [ebx+4Ch],"rgb(66, 182, 196)"
[ebp+var_1C] 42h,"rgb(66, 181, 197)"
ptr loc_401FEC+1,"rgb(66, 180, 198)"
ptr loc_401F94+1,"rgb(65, 199, 180)"
ptr loc_401FA7+1,"rgb(65, 198, 181)"
add [ebx+60h],"rgb(65, 197, 182)"
ebx 31ABh,"rgb(65, 196, 183)"
short loc_401DE8,"rgb(65, 195, 184)"
db 0Ah,"rgb(65, 194, 185)"
db 0Eh,"rgb(65, 193, 186)"
db 36h,"rgb(65, 192, 187)"
db 3Bh,"rgb(65, 191, 188)"
db 92h,"rgb(65, 190, 189)"
ebx 24FEh,"rgb(65, 189, 190)"
ptr loc_402196+1,"rgb(65, 188, 191)"
ptr loc_402148+1,"rgb(65, 187, 192)"
ptr loc_402033+1,"rgb(65, 186, 193)"
ptr loc_402065+1,"rgb(65, 185, 194)"
[esi+0E8h] eax,"rgb(65, 184, 195)"
short loc_42E9A6,"rgb(65, 183, 196)"
[esi+0E0h] ecx,"rgb(65, 182, 197)"
short loc_42DD9E,"rgb(65, 181, 198)"
[esi+118h] edx,"rgb(65, 180, 199)"
short loc_42DBB1,"rgb(64, 200, 180)"
ebx 0A5h,"rgb(64, 199, 181)"
add [esi+78h],"rgb(64, 198, 182)"
[ebp+var_1C] 2Fh,"rgb(64, 197, 183)"
eax [esi+1F4h],"rgb(64, 196, 184)"
and [ecx-20h],"rgb(64, 195, 185)"
ptr loc_4022C6+1,"rgb(64, 194, 186)"
ptr loc_4022C8+1,"rgb(64, 193, 187)"
ptr loc_402257+1,"rgb(64, 192, 188)"
or [edi+14h],"rgb(64, 191, 189)"
[esi+0F4h] eax,"rgb(64, 190, 190)"
[ebp+var_40] 8,"rgb(64, 189, 191)"
[ebp+var_40] 1Ch,"rgb(64, 188, 192)"
ptr loc_402167+1,"rgb(64, 187, 193)"
or [edi-18h],"rgb(64, 186, 194)"
[esi+68h] edx,"rgb(64, 185, 195)"
short loc_40208B,"rgb(64, 184, 196)"
[ebp+var_40] 61h,"rgb(64, 183, 197)"
[ebp+var_40] 58h,"rgb(64, 182, 198)"
ebx 218h,"rgb(64, 181, 199)"
ebx 190h,"rgb(64, 180, 200)"
short loc_401E32,"rgb(83, 180, 180)"
short loc_401E31,"rgb(82, 181, 180)"
short loc_401E10,"rgb(82, 180, 181)"
[ebp+var_30] 6Ah,"rgb(81, 182, 180)"
[ebp+var_30] 21h,"rgb(81, 181, 181)"
short loc_4019E1,"rgb(81, 180, 182)"
[ebp+var_30] 56h,"rgb(80, 183, 180)"
[ebp+var_40] 33h,"rgb(80, 182, 181)"
[ebp+var_40] 30h,"rgb(80, 181, 182)"
short loc_401DF2,"rgb(80, 180, 183)"
add [edi+0Ch],"rgb(79, 184, 180)"
add [edx-5Ch],"rgb(79, 183, 181)"
ebx 0C8h,"rgb(79, 182, 182)"
ebx 0C9h,"rgb(79, 181, 183)"
call sub_402500,"rgb(79, 180, 184)"
eax [ecx+1D0h],"rgb(78, 185, 180)"
add [esi+74h],"rgb(78, 184, 181)"
call sub_4024DF,"rgb(78, 183, 182)"
call sub_4024BF,"rgb(78, 182, 183)"
[ebp+var_1C] 17h,"rgb(78, 181, 184)"
[ebp+var_14] 39h,"rgb(78, 180, 185)"
ebx 0B1h,"rgb(77, 186, 180)"
ebx 0AFh,"rgb(77, 185, 181)"
add [esi+18h],"rgb(77, 184, 182)"
[ebp+var_14] 4Dh,"rgb(77, 183, 183)"
[esi+178h] ecx,"rgb(77, 182, 184)"
short loc_4098E3,"rgb(77, 181, 185)"
call sub_4024A6,"rgb(77, 180, 186)"
short loc_401FCC,"rgb(76, 187, 180)"
eax [edi+1E0h],"rgb(76, 186, 181)"
call sub_40116D,"rgb(76, 185, 182)"
call sub_4010E1,"rgb(76, 184, 183)"
call sub_401A0D,"rgb(76, 183, 184)"
or [ecx+24h],"rgb(76, 182, 185)"
[esi+54h] esi,"rgb(76, 181, 186)"
short loc_4021AB,"rgb(76, 180, 187)"
[ebp+var_18] 65h,"rgb(75, 188, 180)"
[ebp+var_18] 66h,"rgb(75, 187, 181)"
[ebp+var_18] 70h,"rgb(75, 186, 182)"
[ebp+var_18] 6Dh,"rgb(75, 185, 183)"
[ebp+var_18] 77h,"rgb(75, 184, 184)"
and [eax+60h],"rgb(75, 183, 185)"
short loc_402433,"rgb(75, 182, 186)"
[ebp+var_14] 73h,"rgb(75, 181, 187)"
[ebp+var_14] 76h,"rgb(75, 180, 188)"
[ebp+var_18] 3Fh,"rgb(74, 189, 180)"
[ebp+var_18] 54h,"rgb(74, 188, 181)"
[ebp+var_18] 5Dh,"rgb(74, 187, 182)"
[ebp+var_14] 5Ch,"rgb(74, 186, 183)"
[ebp+var_14] 5Ah,"rgb(74, 185, 184)"
[ebp+var_14] 5Eh,"rgb(74, 184, 185)"
[ebp+var_14] 60h,"rgb(74, 183, 186)"
or [ecx-34h],"rgb(74, 182, 187)"
short loc_409053,"rgb(74, 181, 188)"
short loc_4084BC,"rgb(74, 180, 189)"
or [eax+10h],"rgb(73, 190, 180)"
or [eax+68h],"rgb(73, 189, 181)"
[ebp+var_10] 46h,"rgb(73, 188, 182)"
[esi+20h] ecx,"rgb(73, 187, 183)"
or [ebx+14h],"rgb(73, 186, 184)"
or [ebx+54h],"rgb(73, 185, 185)"
[ebp+var_3C] 71h,"rgb(73, 184, 186)"
ecx 0FFFFFFCCh,"rgb(73, 183, 187)"
call sub_401E02,"rgb(73, 182, 188)"
call sub_402452,"rgb(73, 181, 189)"
call sub_402461,"rgb(73, 180, 190)"
call sub_402462,"rgb(72, 191, 180)"
al [eax+3],"rgb(72, 190, 181)"
short loc_401ED9,"rgb(72, 189, 182)"
short loc_401E97,"rgb(72, 188, 183)"
short loc_401EA5,"rgb(72, 187, 184)"
short loc_401E7F,"rgb(72, 186, 185)"
and [eax+44h],"rgb(72, 185, 186)"
short loc_40193C,"rgb(72, 184, 187)"
and [ebx+2Ch],"rgb(72, 183, 188)"
and [ebx+6Ch],"rgb(72, 182, 189)"
eax [esi+218h],"rgb(72, 181, 190)"
eax [esi+21Ch],"rgb(72, 180, 191)"
eax [esi+258h],"rgb(71, 192, 180)"
eax [esi+260h],"rgb(71, 191, 181)"
eax [esi+1A8h],"rgb(71, 190, 182)"
call loc_401C1C,"rgb(71, 189, 183)"
eax [edx-228h],"rgb(71, 188, 184)"
eax [edx+1C8h],"rgb(71, 187, 185)"
and [ecx+38h],"rgb(71, 186, 186)"
[ebp+var_14] 55h,"rgb(71, 185, 187)"
[ebp+var_14] 66h,"rgb(71, 184, 188)"
[ebp+var_10] 2Fh,"rgb(71, 183, 189)"
[ebp+var_10] 3Ch,"rgb(71, 182, 190)"
ecx 0A7h,"rgb(71, 181, 191)"
[ebp+var_14] 3Ch,"rgb(71, 180, 192)"
short loc_401EED,"rgb(70, 193, 180)"
short loc_401EE1,"rgb(70, 192, 181)"
short loc_401EFE,"rgb(70, 191, 182)"
bh 0CFh,"rgb(70, 190, 183)"
bl 50h,"rgb(70, 189, 184)"
short loc_401EB9,"rgb(70, 188, 185)"
[ebp+var_14] 52h,"rgb(70, 187, 186)"
[ebp+var_14] 7Dh,"rgb(70, 186, 187)"
ecx 0BDh,"rgb(70, 185, 188)"
and [ecx+48h],"rgb(70, 184, 189)"
[ebp+var_30] 19h,"rgb(70, 183, 190)"
call ds:GlobalHandle,"rgb(70, 182, 191)"
eax [esi+274h],"rgb(70, 181, 192)"
eax [esi+1ECh],"rgb(70, 180, 193)"
[ebp+var_10] 4Ch,"rgb(69, 194, 180)"
and [ebx+60h],"rgb(69, 193, 181)"
short loc_402267,"rgb(69, 192, 182)"
and [esi+4],"rgb(69, 191, 183)"
short loc_402212,"rgb(69, 190, 184)"
short loc_402230,"rgb(69, 189, 185)"
or [ecx+48h],"rgb(69, 188, 186)"
xor [edx+64h],"rgb(69, 187, 187)"
xor [eax+78h],"rgb(69, 186, 188)"
xor [edi-64h],"rgb(69, 185, 189)"
xor [edi+64h],"rgb(69, 184, 190)"
xor [esi+7Ch],"rgb(69, 183, 191)"
and [ebx+58h],"rgb(69, 182, 192)"
and [ebx+54h],"rgb(69, 181, 193)"
and [ebx+3Ch],"rgb(69, 180, 194)"
[ebp+var_10] 72h,"rgb(68, 195, 180)"
short loc_40150F,"rgb(68, 194, 181)"
[ebp-30h] 32h,"rgb(68, 193, 182)"
[ebp-34h] 0FFFFFFFEh,"rgb(68, 192, 183)"
[ebp-30h] 7,"rgb(68, 191, 184)"
[ebp-3Ch] 8,"rgb(68, 190, 185)"
ebx [ecx+0DCh],"rgb(68, 189, 186)"
adc [ebx+18h],"rgb(68, 188, 187)"
adc [ebx+4],"rgb(68, 187, 188)"
sub [esi+68h],"rgb(68, 186, 189)"
and [eax-3Ch],"rgb(68, 185, 190)"
and [ebp-3Ch],"rgb(68, 184, 191)"
and [ebx+24h],"rgb(68, 183, 192)"
xor [ebx-38h],"rgb(68, 182, 193)"
and [esi+60h],"rgb(68, 181, 194)"
and [esi+64h],"rgb(68, 180, 195)"
short loc_401EFC,"rgb(67, 196, 180)"
xor [eax+40h],"rgb(67, 195, 181)"
word_426080 dw,"rgb(67, 194, 182)"
word_42600A dw,"rgb(67, 193, 183)"
word_425E6C dw,"rgb(67, 192, 184)"
word_425EC4 dw,"rgb(67, 191, 185)"
word_425ED6 dw,"rgb(67, 190, 186)"
word_425EE8 dw,"rgb(67, 189, 187)"
sub [esp+eax*2],"rgb(67, 188, 188)"
xor [esi+50h],"rgb(67, 187, 189)"
xor [eax-14h],"rgb(67, 186, 190)"
xor [edx+4Ch],"rgb(67, 185, 191)"
xor [ebx-10h],"rgb(67, 184, 192)"
sub [edx+40h],"rgb(67, 183, 193)"
sub [edx+28h],"rgb(67, 182, 194)"
sub [edx-18h],"rgb(67, 181, 195)"
sub [esi+0Ch],"rgb(67, 180, 196)"
sub [esi+48h],"rgb(66, 197, 180)"
sub [esi+20h],"rgb(66, 196, 181)"
sub [esi+5Ch],"rgb(66, 195, 182)"
sub [esi-2Ch],"rgb(66, 194, 183)"
xor [edx+6Ch],"rgb(66, 193, 184)"
xor [edx-64h],"rgb(66, 192, 185)"
dd 32h,"rgb(66, 191, 186)"
dd 46h,"rgb(66, 190, 187)"
dd 660000h,"rgb(66, 189, 188)"
dd 6890000h,"rgb(66, 188, 189)"
dd 6A0000h,"rgb(66, 187, 190)"
[ebp+var_14] 76D2h,"rgb(66, 186, 191)"
sbb [eax-1Ch],"rgb(66, 185, 192)"
[ebp+var_10] 3Eh,"rgb(66, 184, 193)"
sbb [eax-6Ch],"rgb(66, 183, 194)"
[ebp+var_14] 6Eh,"rgb(66, 182, 195)"
[ebp+var_14] 6023h,"rgb(66, 181, 196)"
[ebp+var_14] 5Fh,"rgb(66, 180, 197)"
[ebp+var_14] 5233h,"rgb(65, 198, 180)"
[ebp+var_14] 3Fh,"rgb(65, 197, 181)"
[ebp+var_14] 2Ah,"rgb(65, 196, 182)"
[ebp+var_14] 299Dh,"rgb(65, 195, 183)"
[ebp+var_14] 26h,"rgb(65, 194, 184)"
[ebp+var_14] 1A4Dh,"rgb(65, 193, 185)"
[ebp+var_14] 0FFFFFFD7h,"rgb(65, 192, 186)"
retf 40h,"rgb(65, 191, 187)"
retf 0,"rgb(65, 190, 188)"
sbb [ebp-44h],"rgb(65, 189, 189)"
[ebp+var_10] 2540h,"rgb(65, 188, 190)"
sbb [ebx+1Ch],"rgb(65, 187, 191)"
sbb [ebx+28h],"rgb(65, 186, 192)"
[ebp+var_10] 14Ah,"rgb(65, 185, 193)"
sbb [ebx-38h],"rgb(65, 184, 194)"
[ebp+var_1C] 303h,"rgb(65, 183, 195)"
[ebp+var_1C] 2Bh,"rgb(65, 182, 196)"
[ebp+var_1C] 278h,"rgb(65, 181, 197)"
[ebp+var_1C] 214h,"rgb(65, 180, 198)"
[ebp+var_1C] 1CFh,"rgb(64, 199, 180)"
[ebp+var_18] 7Ah,"rgb(64, 198, 181)"
[ebp+var_18] 44h,"rgb(64, 197, 182)"
[ebp+var_18] 41h,"rgb(64, 196, 183)"
[ebp+var_18] 4111h,"rgb(64, 195, 184)"
[ebp+var_18] 0C9h,"rgb(64, 194, 185)"
sbb [ecx+70h],"rgb(64, 193, 186)"
sbb [edi+70h],"rgb(64, 192, 187)"
sbb [edi+8],"rgb(64, 191, 188)"
sbb [edi-4],"rgb(64, 190, 189)"
sbb [edx+3Ch],"rgb(64, 189, 190)"
sbb [edx+34h],"rgb(64, 188, 191)"
sbb [edx+24h],"rgb(64, 187, 192)"
sbb [edx+20h],"rgb(64, 186, 193)"
[ebp+var_1C] 6D9h,"rgb(64, 185, 194)"
[ebp+var_1C] 666h,"rgb(64, 184, 195)"
[ebp+var_1C] 548h,"rgb(64, 183, 196)"
[ebp+var_1C] 4Eh,"rgb(64, 182, 197)"
[ebp+var_1C] 4Bh,"rgb(64, 181, 198)"
[ebp+var_1C] 41Eh,"rgb(64, 180, 199)"
[ebp+var_1C] 3Eh,"rgb(82, 180, 180)"
[ebp+var_1C] 3BBh,"rgb(81, 181, 180)"
[ebp+var_24] 0Ah,"rgb(81, 180, 181)"
sbb [edx+64h],"rgb(80, 182, 180)"
sbb [edx-80h],"rgb(80, 181, 181)"
sbb [esi+7Ch],"rgb(80, 180, 182)"
sbb [esi-44h],"rgb(79, 183, 180)"
short loc_401013,"rgb(79, 182, 181)"
short loc_40106F,"rgb(79, 181, 182)"
[ebp+var_20] 54h,"rgb(79, 180, 183)"
[ebp+var_20] 4Eh,"rgb(78, 184, 180)"
[ebp+var_20] 47h,"rgb(78, 183, 181)"
[ebp+var_20] 2Dh,"rgb(78, 182, 182)"
[ebp+var_20] 27h,"rgb(78, 181, 183)"
[ebp+var_20] 173h,"rgb(78, 180, 184)"
[ebp+var_20] 0FFFFFFC4h,"rgb(77, 185, 180)"
ptr [esi+5Dh],"rgb(77, 184, 181)"
ptr loc_40106F+1,"rgb(77, 183, 182)"
[ebp+var_28] 13h,"rgb(77, 182, 183)"
[ebp+var_28] 1Dh,"rgb(77, 181, 184)"
short loc_401091,"rgb(77, 180, 185)"
[eax] 19h,"rgb(76, 186, 180)"
short loc_4010A8,"rgb(76, 185, 181)"
[ebp+var_28] 0FFFFE48Ch,"rgb(76, 184, 182)"
[ebp+var_24] 70h,"rgb(76, 183, 183)"
[ebp+var_24] 7,"rgb(76, 182, 184)"
[ebp+var_24] 67h,"rgb(76, 181, 185)"
[ebp+var_24] 6Dh,"rgb(76, 180, 186)"
[ebp+var_24] 60h,"rgb(75, 187, 180)"
[ebp+var_24] 69h,"rgb(75, 186, 181)"
[ebp+var_24] 3Dh,"rgb(75, 185, 182)"
[ebp+var_24] 3Ch,"rgb(75, 184, 183)"
[ebp+var_24] 39h,"rgb(75, 183, 184)"
[ebp+var_24] 1Ah,"rgb(75, 182, 185)"
ptr [ebx-5],"rgb(75, 181, 186)"
short loc_401111,"rgb(75, 180, 187)"
[ebp+var_2C] 5Dh,"rgb(74, 188, 180)"
[ebp+var_2C] 5Eh,"rgb(74, 187, 181)"
[ebp+var_2C] 4Eh,"rgb(74, 186, 182)"
[ebp+var_2C] 43h,"rgb(74, 185, 183)"
[ebp+var_2C] 2Fh,"rgb(74, 184, 184)"
[ebp+var_2C] 17C7h,"rgb(74, 183, 185)"
[ebp+var_28] 60h,"rgb(74, 182, 186)"
[ebp+var_28] 5Dh,"rgb(74, 181, 187)"
[ebp+var_28] 56h,"rgb(74, 180, 188)"
[ebp+var_28] 52h,"rgb(73, 189, 180)"
[ebp+var_28] 50h,"rgb(73, 188, 181)"
[ebp+var_28] 4Ah,"rgb(73, 187, 182)"
[ebp+var_28] 3Ah,"rgb(73, 186, 183)"
[ebp+var_28] 32h,"rgb(73, 185, 184)"
[ebp+var_34] 49h,"rgb(73, 184, 185)"
short loc_401123,"rgb(73, 183, 186)"
[eax-98h] edi,"rgb(73, 182, 187)"
short loc_401151,"rgb(73, 181, 188)"
[ebp+var_34] 42h,"rgb(73, 180, 189)"
[ebp+var_34] 4Dh,"rgb(72, 190, 180)"
[ebp+var_34] 2Fh,"rgb(72, 189, 181)"
[ebp+var_34] 2Bh,"rgb(72, 188, 182)"
[ebp+var_30] 6Eh,"rgb(72, 187, 183)"
[ebp+var_30] 77h,"rgb(72, 186, 184)"
[ebp+var_30] 48B9h,"rgb(72, 185, 185)"
[ebp+var_30] 63h,"rgb(72, 184, 186)"
[ebp+var_30] 4Fh,"rgb(72, 183, 187)"
[ebp+var_30] 47h,"rgb(72, 182, 188)"
[ebp+var_30] 2Ah,"rgb(72, 181, 189)"
[ebp+var_30] 15h,"rgb(72, 180, 190)"
short loc_401161,"rgb(71, 191, 180)"
short loc_40118C,"rgb(71, 190, 181)"
short loc_4011B6,"rgb(71, 189, 182)"
[ebp+var_38] 76h,"rgb(71, 188, 183)"
[ebp+var_38] 6Dh,"rgb(71, 187, 184)"
[ebp+var_38] 69h,"rgb(71, 186, 185)"
[ebp+var_38] 5Dh,"rgb(71, 185, 186)"
[ebp+var_38] 5Ah,"rgb(71, 184, 187)"
[ebp+var_38] 54h,"rgb(71, 183, 188)"
or [esi-54h],"rgb(71, 182, 189)"
or [esi-4],"rgb(71, 181, 190)"
[ebp+var_34] 89h,"rgb(71, 180, 191)"
[ebp+var_34] 5Fh,"rgb(70, 192, 180)"
[ebp+var_34] 6Ch,"rgb(70, 191, 181)"
[ebp+var_34] 54h,"rgb(70, 190, 182)"
[ebp+var_34] 60h,"rgb(70, 189, 183)"
or [ecx+8],"rgb(70, 188, 184)"
[ebp+var_3C] 32h,"rgb(70, 187, 185)"
or [ecx-80h],"rgb(70, 186, 186)"
short loc_4011B8,"rgb(70, 185, 187)"
short loc_4011E4,"rgb(70, 184, 188)"
short loc_4011E0,"rgb(70, 183, 189)"
or [edi+8],"rgb(70, 182, 190)"
or [edi-7Ch],"rgb(70, 181, 191)"
or [edi-4Ch],"rgb(70, 180, 192)"
or [edx+10h],"rgb(69, 193, 180)"
or [edx+7Ch],"rgb(69, 192, 181)"
or [edx-18h],"rgb(69, 191, 182)"
[ebp+var_38] 7Ah,"rgb(69, 190, 183)"
or [edx-54h],"rgb(69, 189, 184)"
or [edx-4],"rgb(69, 188, 185)"
or [edx-4Ch],"rgb(69, 187, 186)"
or [eax+6Ch],"rgb(69, 186, 187)"
or [eax-8],"rgb(69, 185, 188)"
or [eax-64h],"rgb(69, 184, 189)"
[ebp+var_40] 0Bh,"rgb(69, 183, 190)"
short loc_4011C5,"rgb(69, 182, 191)"
short loc_4011C1,"rgb(69, 181, 192)"
short loc_4011F5,"rgb(69, 180, 193)"
short loc_4011EE,"rgb(68, 194, 180)"
or [ebx+2Ch],"rgb(68, 193, 181)"
or [ebx+5Ch],"rgb(68, 192, 182)"
[ebp+var_3C] 70h,"rgb(68, 191, 183)"
or [ebx-54h],"rgb(68, 190, 184)"
or [ebx-48h],"rgb(68, 189, 185)"
[ebp+var_3C] 37h,"rgb(68, 188, 186)"
or [ecx+18h],"rgb(68, 187, 187)"
or [ecx+64h],"rgb(68, 186, 188)"
short loc_401241,"rgb(68, 185, 189)"
short loc_40122B,"rgb(68, 184, 190)"
short loc_401259,"rgb(68, 183, 191)"
[ebp+var_40] 5Eh,"rgb(68, 182, 192)"
[ebp+var_40] 93h,"rgb(68, 181, 193)"
[ebp+var_40] 4Ah,"rgb(68, 180, 194)"
[ebp+var_40] 48h,"rgb(67, 195, 180)"
[ebp+var_40] 68h,"rgb(67, 194, 181)"
[ebp+var_40] 65h,"rgb(67, 193, 182)"
[ebp+var_40] 3Fh,"rgb(67, 192, 183)"
[ebp+var_40] 31h,"rgb(67, 191, 184)"
[ebp+var_40] 2Eh,"rgb(67, 190, 185)"
[ebp+var_40] 1Dh,"rgb(67, 189, 186)"
[ebp+var_40] 17h,"rgb(67, 188, 187)"
[ebp+var_40] 24h,"rgb(67, 187, 188)"
or [eax+16h],"rgb(67, 186, 189)"
short loc_401275,"rgb(67, 185, 190)"
short loc_4012A8,"rgb(67, 184, 191)"
short loc_4012D3,"rgb(67, 183, 192)"
[ebp+var_4C] 7Bh,"rgb(67, 182, 193)"
[ebp+var_4C] 63h,"rgb(67, 181, 194)"
[ebp+var_4C] 55h,"rgb(67, 180, 195)"
[ebp+var_4C] 1Fh,"rgb(66, 196, 180)"
[ebp+var_48] 6Ah,"rgb(66, 195, 181)"
[ebp+var_48] 61h,"rgb(66, 194, 182)"
[ebp+var_48] 5Dh,"rgb(66, 193, 183)"
[ebp+var_48] 7Eh,"rgb(66, 192, 184)"
[ebp+var_48] 2Ah,"rgb(66, 191, 185)"
[ebp+var_48] 43h,"rgb(66, 190, 186)"
[ebp+var_48] 22h,"rgb(66, 189, 187)"
[ebp+var_48] 15h,"rgb(66, 188, 188)"
[ebp+var_48] 0Ah,"rgb(66, 187, 189)"
short loc_4012E6,"rgb(66, 186, 190)"
[eax-80h] eax,"rgb(66, 185, 191)"
offset dword_409040,"rgb(66, 184, 192)"
[ebp+var_50] 49h,"rgb(66, 183, 193)"
[ebp+var_50] 5Ah,"rgb(66, 182, 194)"
[ebp+var_50] 55h,"rgb(66, 181, 195)"
[ebp+var_50] 52h,"rgb(66, 180, 196)"
[ebp+var_50] 45h,"rgb(65, 197, 180)"
[ebp+var_50] 1Ch,"rgb(65, 196, 181)"
[ebp+var_50] 19h,"rgb(65, 195, 182)"
[ebp+var_50] 27h,"rgb(65, 194, 183)"
[ebp+var_50] 25h,"rgb(65, 193, 184)"
offset sub_402389,"rgb(65, 192, 185)"
[ebp+var_4] 2FBFh,"rgb(65, 191, 186)"
[ebp+var_4] 0FFFFFF9Ch,"rgb(65, 190, 187)"
[ebp+var_4] 0FFFFFFD7h,"rgb(65, 189, 188)"
[ebp+var_58] 40h,"rgb(65, 188, 189)"
[ebp+var_58] 55h,"rgb(65, 187, 190)"
[ebp+var_58] 2Ch,"rgb(65, 186, 191)"
[ebp+var_54] 5Ch,"rgb(65, 185, 192)"
[ebp+var_54] 3Ch,"rgb(65, 184, 193)"
short loc_40131A,"rgb(65, 183, 194)"
short loc_401318,"rgb(65, 182, 195)"
[eax-78h] edi,"rgb(65, 181, 196)"
short loc_40134D,"rgb(65, 180, 197)"
[ebp+var_54] 55h,"rgb(64, 198, 180)"
[ebp+var_54] 25h,"rgb(64, 197, 181)"
[ebp+var_54] 24h,"rgb(64, 196, 182)"
[ebp+var_54] 20h,"rgb(64, 195, 183)"
[ebp+var_54] 11h,"rgb(64, 194, 184)"
offset dword_4080E4,"rgb(64, 193, 185)"
offset dword_408030,"rgb(64, 192, 186)"
[eax-68h] edx,"rgb(64, 191, 187)"
short loc_4013D6,"rgb(64, 190, 188)"
mov [edi+144h],"rgb(64, 189, 189)"
mov [edi+74h],"rgb(64, 188, 190)"
[ebp+var_8] 2F17h,"rgb(64, 187, 191)"
[ebp+var_8] 1B20h,"rgb(64, 186, 192)"
mov [edx-0Ch],"rgb(64, 185, 193)"
mov [edx-1Ch],"rgb(64, 184, 194)"
mov [edx-5Ch],"rgb(64, 183, 195)"
mov [esi+374h],"rgb(64, 182, 196)"
mov [esi-34h],"rgb(64, 181, 197)"
mov [esi-98h],"rgb(64, 180, 198)"
offset aG,"rgb(81, 180, 180)"
[ebp+var_5C] 0Fh,"rgb(80, 181, 180)"
[ebp+var_5C] 1Dh,"rgb(80, 180, 181)"
[ebp+var_58] 7Dh,"rgb(79, 182, 180)"
mov [ebx-28h],"rgb(79, 181, 181)"
short loc_4013E5,"rgb(79, 180, 182)"
mov [ebx-20h],"rgb(78, 183, 180)"
mov [ebx-74h],"rgb(78, 182, 181)"
mov [ebx-60h],"rgb(78, 181, 182)"
mov [ebx-54h],"rgb(78, 180, 183)"
[ebp+var_8] 6Fh,"rgb(77, 184, 180)"
[ebp+var_8] 6CE5h,"rgb(77, 183, 181)"
[ebp+var_8] 6229h,"rgb(77, 182, 182)"
[ebp+var_8] 6615h,"rgb(77, 181, 183)"
mov [ecx+9Ch],"rgb(77, 180, 184)"
mov [ecx+80h],"rgb(76, 185, 180)"
mov [ecx-74h],"rgb(76, 184, 181)"
mov [ecx-58h],"rgb(76, 183, 182)"
mov [ecx-84h],"rgb(76, 182, 183)"
[ebp+var_8] 42h,"rgb(76, 181, 184)"
[ebp+var_C] 0Fh,"rgb(76, 180, 185)"
[ebp+var_C] 0FFFFFFD5h,"rgb(75, 186, 180)"
[ebp+var_C] 0FFFFFF9Dh,"rgb(75, 185, 181)"
loop loc_405C13,"rgb(75, 184, 182)"
short loc_401463,"rgb(75, 183, 183)"
short loc_4014B5,"rgb(75, 182, 184)"
mov [eax+118h],"rgb(75, 181, 185)"
mov [eax-10h],"rgb(75, 180, 186)"
mov [eax-98h],"rgb(74, 187, 180)"
mov [ebx+118h],"rgb(74, 186, 181)"
mov [ebx+90h],"rgb(74, 185, 182)"
mov [ebx+80h],"rgb(74, 184, 183)"
