Term,RGB
eax [ebp+h],"rgb(106, 136, 93)"
[edi+1Ch] esi,"rgb(106, 135, 94)"
edi [esi+2],"rgb(106, 134, 95)"
eax [ecx+eax*2+2],"rgb(106, 133, 96)"
mov [esp+84h+var_84],"rgb(106, 132, 97)"
[ebx+2] ax,"rgb(106, 131, 98)"
call sub_401C70,"rgb(106, 130, 99)"
mov [ebp+var_2F8],"rgb(106, 129, 100)"
dd 40002h,"rgb(106, 128, 101)"
edx [ebp+28h],"rgb(106, 127, 102)"
edi 0C0000000h,"rgb(106, 126, 103)"
eax [ebp-10Ch],"rgb(106, 125, 104)"
esi ds:SetDlgItemTextA,"rgb(106, 124, 105)"
cl 3Bh,"rgb(106, 123, 106)"
al 85h,"rgb(106, 122, 107)"
dw 0FFFEh,"rgb(106, 121, 108)"
ptr [ebp+var_4+3],"rgb(106, 120, 109)"
[esp+0ACh+var_A8] eax,"rgb(106, 119, 110)"
jmp loc_40104E,"rgb(106, 118, 111)"
dw 10Ch,"rgb(106, 117, 112)"
dw 16Eh,"rgb(106, 116, 113)"
eax hFile,"rgb(106, 115, 114)"
mov [ebp+WndClass.cbClsExtra],"rgb(106, 114, 115)"
mov [ebp+WndClass.cbWndExtra],"rgb(106, 113, 116)"
dw 1F8h,"rgb(106, 112, 117)"
hWnd eax,"rgb(106, 111, 118)"
ptr [edx+94h],"rgb(106, 110, 119)"
rol dx,"rgb(105, 140, 90)"
call ds:GetLocalTime,"rgb(105, 139, 91)"
[ebp+MultiByteStr] cl,"rgb(105, 138, 92)"
eax [edx+54h],"rgb(105, 137, 93)"
ecx [esp+6Ch+var_38],"rgb(105, 136, 94)"
[edx+1] al,"rgb(105, 135, 95)"
mov [esp+0CCh+var_30],"rgb(105, 134, 96)"
edx [esp+38h+var_28],"rgb(105, 133, 97)"
[ebp-44h] ebx,"rgb(105, 132, 98)"
ptr [ebp-238h],"rgb(105, 131, 99)"
ptr [ebp-0Fh],"rgb(105, 130, 100)"
[esi+10h] 8,"rgb(105, 129, 101)"
[esi+138h] eax,"rgb(105, 128, 102)"
dw 1D5h,"rgb(105, 127, 103)"
bh 0A0h,"rgb(105, 126, 104)"
[esi+100h] eax,"rgb(105, 125, 105)"
ptr [ebx+7],"rgb(105, 124, 106)"
call ??0CDialog@@QAE@IPAVCWnd@@@Z,"rgb(105, 123, 107)"
cmp [ecx+20h],"rgb(105, 122, 108)"
eax [ebp+var_444],"rgb(105, 121, 109)"
not bl,"rgb(105, 120, 110)"
ebx [esp+0Ch+hHandle],"rgb(105, 119, 111)"
ebp [esp-74h],"rgb(105, 118, 112)"
[ebp+var_1EC] edx,"rgb(105, 117, 113)"
mov [ebp-15h],"rgb(105, 116, 114)"
movsx di,"rgb(105, 115, 115)"
eax 8004006Bh,"rgb(105, 114, 116)"
short loc_10005790,"rgb(105, 113, 117)"
[ebp+var_70] esi,"rgb(105, 112, 118)"
push [ebp+lpParam],"rgb(105, 111, 119)"
mov [ebp+3F4h+var_40C],"rgb(105, 110, 120)"
ecx hConsoleOutput,"rgb(104, 140, 91)"
[ebp+arg_0] offset,"rgb(104, 139, 92)"
dw 2A6h,"rgb(104, 138, 93)"
rva aComctl32_dll,"rgb(104, 137, 94)"
di [eax],"rgb(104, 136, 95)"
ecx [edi+98h],"rgb(104, 135, 96)"
call sub_4031C0,"rgb(104, 134, 97)"
esi [esi+eax*2],"rgb(104, 133, 98)"
esi [ebx+44h],"rgb(104, 132, 99)"
add [ebp+lpString1],"rgb(104, 131, 100)"
mov [ebx+0F8h],"rgb(104, 130, 101)"
[ebp+hWnd] ebx,"rgb(104, 129, 102)"
ecx 31h,"rgb(104, 128, 103)"
dx [esi],"rgb(104, 127, 104)"
mov [ebp-0F4h],"rgb(104, 126, 105)"
push lpLibFileName,"rgb(104, 125, 106)"
[esp+18h+var_4] 3,"rgb(104, 124, 107)"
mov [ecx+6Ch],"rgb(104, 123, 108)"
ecx dword_416BD0,"rgb(104, 122, 109)"
mov [ebp+var_1C78],"rgb(104, 121, 110)"
mov [ebp+X],"rgb(104, 120, 111)"
[esp+34h+var_10] eax,"rgb(104, 119, 112)"
push 192h,"rgb(104, 118, 113)"
ebx [esp+18h+var_4],"rgb(104, 117, 114)"
[esi+18h] 1000h,"rgb(104, 116, 115)"
[ebp-40h] esi,"rgb(104, 115, 116)"
push [ebp+dwCmpFlags],"rgb(104, 114, 117)"
[esp+30h+var_10] esp,"rgb(104, 113, 118)"
[ebp+var_210] esi,"rgb(104, 112, 119)"
ecx [esi+100h],"rgb(104, 111, 120)"
dw 131h,"rgb(103, 140, 92)"
[ebp+var_11] al,"rgb(103, 139, 93)"
0C0006h 80000h,"rgb(103, 138, 94)"
esp 0F0h,"rgb(103, 137, 95)"
call ds:CallNextHookEx,"rgb(103, 136, 96)"
[esi+84h] 0,"rgb(103, 135, 97)"
[ebp-3Ch] ebx,"rgb(103, 134, 98)"
call sub_10001186,"rgb(103, 133, 99)"
[esi+2] cx,"rgb(103, 132, 100)"
[esp+30h+var_20] ebx,"rgb(103, 131, 101)"
cl [ebp+arg_10],"rgb(103, 130, 102)"
esi ds:GetEnvironmentStringsW,"rgb(103, 129, 103)"
edi [ebp+hMem],"rgb(103, 128, 104)"
esi [esp+14h+var_4],"rgb(103, 127, 105)"
ptr [esi+12Ch],"rgb(103, 126, 106)"
eax [esp+4+arg_10],"rgb(103, 125, 107)"
[ebp+var_2] al,"rgb(103, 124, 108)"
call ds:FileTimeToLocalFileTime,"rgb(103, 123, 109)"
edx [esp+0Ch+arg_10],"rgb(103, 122, 110)"
push [ebp+bEnable],"rgb(103, 121, 111)"
[esp+28h+var_18] 0,"rgb(103, 120, 112)"
call ds:CopyRect,"rgb(103, 119, 113)"
call ds:GetDlgCtrlID,"rgb(103, 118, 114)"
call ds:TextOutA,"rgb(103, 117, 115)"
ptr [edi+1Ah],"rgb(103, 116, 116)"
[esi+2] di,"rgb(103, 115, 117)"
eax dword_416794,"rgb(103, 114, 118)"
edx [esp+arg_1C],"rgb(103, 113, 119)"
eax dword_416B74,"rgb(103, 112, 120)"
[ebp+arg_4] 110h,"rgb(102, 140, 93)"
jmp ds:GetCurrentProcessId,"rgb(102, 139, 94)"
call ds:__imp__RegQueryInfoKeyA@48,"rgb(102, 138, 95)"
[esp+24h+var_10] ecx,"rgb(102, 137, 96)"
edi ds:__imp__LocalFree@4,"rgb(102, 136, 97)"
cmp [ebp+var_220],"rgb(102, 135, 98)"
ebp 0,"rgb(102, 134, 99)"
short loc_405367,"rgb(102, 133, 100)"
[ebp-38h] edx,"rgb(102, 132, 101)"
[ebp+var_240] 0,"rgb(102, 131, 102)"
[edi+1Ch] edx,"rgb(102, 130, 103)"
[ebp-4] 10h,"rgb(102, 129, 104)"
ebp [ebx+14h],"rgb(102, 128, 105)"
ptr [eax-0Dh],"rgb(102, 127, 106)"
ptr [eax-13h],"rgb(102, 126, 107)"
ptr [eax-11h],"rgb(102, 125, 108)"
ptr [eax-16h],"rgb(102, 124, 109)"
mov [ebp+var_340],"rgb(102, 123, 110)"
[esi+68h] ecx,"rgb(102, 122, 111)"
[ebp+var_80] ebx,"rgb(102, 121, 112)"
ptr [eax+0F8h],"rgb(102, 120, 113)"
esi [ebx+edx],"rgb(102, 119, 114)"
ebx 1Dh,"rgb(102, 118, 115)"
eax [ecx+ecx*8],"rgb(102, 117, 116)"
[esp+28h+var_24] esi,"rgb(102, 116, 117)"
push 234h,"rgb(102, 115, 118)"
[esi+38h] edx,"rgb(102, 114, 119)"
dw 16Ah,"rgb(102, 113, 120)"
esi 1Dh,"rgb(101, 140, 94)"
[esp+70h+var_4] 0FFFFFFFFh,"rgb(101, 139, 95)"
cx 1Ah,"rgb(101, 138, 96)"
fdiv [ebp+var_8],"rgb(101, 137, 97)"
short loc_40185C,"rgb(101, 136, 98)"
mov [ebp+var_3A8],"rgb(101, 135, 99)"
jmp ds:LocalFree,"rgb(101, 134, 100)"
offset aEn,"rgb(101, 133, 101)"
test [ebp+var_1],"rgb(101, 132, 102)"
ptr [eax-15h],"rgb(101, 131, 103)"
ptr [eax-1Bh],"rgb(101, 130, 104)"
ptr [eax-0Bh],"rgb(101, 129, 105)"
ecx [ebp+8Ch+NumberOfBytesWritten],"rgb(101, 128, 106)"
bl [eax+2],"rgb(101, 127, 107)"
mov [ebp-0C0h],"rgb(101, 126, 108)"
[edi+18h] ecx,"rgb(101, 125, 109)"
push [ebp+arg_2C],"rgb(101, 124, 110)"
[edx+30h] eax,"rgb(101, 123, 111)"
mov [esp+70h+var_4C],"rgb(101, 122, 112)"
esi [ebp+var_224],"rgb(101, 121, 113)"
push [esp+0Ch+lpMultiByteStr],"rgb(101, 120, 114)"
[ebp+var_CC0] 0,"rgb(101, 119, 115)"
[edi+58h] eax,"rgb(101, 118, 116)"
al 0A9h,"rgb(101, 117, 117)"
[esp+14h] edi,"rgb(101, 116, 118)"
jmp loc_405B4E,"rgb(101, 115, 119)"
eax [ebp+8Ch+NumberOfBytesWritten],"rgb(101, 114, 120)"
[ebp+var_210] ecx,"rgb(100, 140, 95)"
esi [eax+esi+4],"rgb(100, 139, 96)"
al [ebp+var_4],"rgb(100, 138, 97)"
[eax+0Ch] 8000h,"rgb(100, 137, 98)"
[eax+0E8h] ecx,"rgb(100, 136, 99)"
edi 3Ch,"rgb(100, 135, 100)"
cl 6,"rgb(100, 134, 101)"
[ebp-6Ch] ecx,"rgb(100, 133, 102)"
[eax+14h] 19930521h,"rgb(100, 132, 103)"
[ebp+h] 0,"rgb(100, 131, 104)"
[ebp+var_14] dx,"rgb(100, 130, 105)"
eax [ecx+8Ch],"rgb(100, 129, 106)"
edi [ebp+1],"rgb(100, 128, 107)"
mov [ebp+var_2F0],"rgb(100, 127, 108)"
[ebp+var_210] ebx,"rgb(100, 126, 109)"
push [ebp+hResData],"rgb(100, 125, 110)"
edi [ebp+var_36],"rgb(100, 124, 111)"
[ebp+var_414] 0,"rgb(100, 123, 112)"
[ebp+var_468] eax,"rgb(100, 122, 113)"
edx [ebp+var_130],"rgb(100, 121, 114)"
short loc_10005FD8,"rgb(100, 120, 115)"
esi [ecx+eax*2-30h],"rgb(100, 119, 116)"
ecx [esp+54h+var_3C],"rgb(100, 118, 117)"
call ds:ShellExecuteA,"rgb(100, 117, 118)"
ecx [esi+124h],"rgb(100, 116, 119)"
edi [ebp+pvarg],"rgb(100, 115, 120)"
ebp [esp+28h+arg_0],"rgb(99, 140, 96)"
call sub_100013C0,"rgb(99, 139, 97)"
edx 98h,"rgb(99, 138, 98)"
mov [ebp+var_33C],"rgb(99, 137, 99)"
[eax+84h] ecx,"rgb(99, 136, 100)"
mov [ebp+var_35C],"rgb(99, 135, 101)"
jmp loc_408904,"rgb(99, 134, 102)"
call ds:MessageBoxW,"rgb(99, 133, 103)"
esi [esi+ecx-30h],"rgb(99, 132, 104)"
ecx 94h,"rgb(99, 131, 105)"
[esi] 0Ch,"rgb(99, 130, 106)"
[esi] 0E0434F4Dh,"rgb(99, 129, 107)"
[edi+48h] eax,"rgb(99, 128, 108)"
al 0AFh,"rgb(99, 127, 109)"
edi [ebp+8Ch+Filename],"rgb(99, 126, 110)"
[ebp+var_45C] 0,"rgb(99, 125, 111)"
cmp [ebp-2Ch],"rgb(99, 124, 112)"
ptr [edx-8],"rgb(99, 123, 113)"
mov [esp+68h+var_4C],"rgb(99, 122, 114)"
[esp+1Ch+var_C] esi,"rgb(99, 121, 115)"
mov [esp+0E8h+var_C4],"rgb(99, 120, 116)"
edx [ebp+arg_30],"rgb(99, 119, 117)"
[edi] 22h,"rgb(99, 118, 118)"
[esi+10h] ebp,"rgb(99, 117, 119)"
[esi+14h] 10h,"rgb(99, 116, 120)"
ptr [ecx+2Dh],"rgb(98, 140, 97)"
short loc_10003510,"rgb(98, 139, 98)"
ecx [esi+ebp],"rgb(98, 138, 99)"
short loc_4049DE,"rgb(98, 137, 100)"
call ds:GetOverlappedResult,"rgb(98, 136, 101)"
ptr [edx+0Ah],"rgb(98, 135, 102)"
[esp+2Ch+var_10] esp,"rgb(98, 134, 103)"
mov [ebx+ebp],"rgb(98, 133, 104)"
edx [esp+14h+arg_10],"rgb(98, 132, 105)"
edx [esi+ecx*4],"rgb(98, 131, 106)"
edx [ebp+String1],"rgb(98, 130, 107)"
[ebp+var_8] bx,"rgb(98, 129, 108)"
[edx+4Ch] ecx,"rgb(98, 128, 109)"
[edi+esi*2] bx,"rgb(98, 127, 110)"
[ecx] bp,"rgb(98, 126, 111)"
push 115h,"rgb(98, 125, 112)"
eax 0C00000FDh,"rgb(98, 124, 113)"
[esp+10h] 1,"rgb(98, 123, 114)"
dl 67h,"rgb(98, 122, 115)"
ebx ds:SendMessageW,"rgb(98, 121, 116)"
edx [esp+4+hDlg],"rgb(98, 120, 117)"
[ecx] 20h,"rgb(98, 119, 118)"
fmul [ebp+var_10],"rgb(98, 118, 119)"
mov [ebx+9Ch],"rgb(98, 117, 120)"
[ebp+var_28] 0CCh,"rgb(97, 140, 98)"
eax [eax+9Ch],"rgb(97, 139, 99)"
ebp [esp+1Ch+var_4],"rgb(97, 138, 100)"
eax 96h,"rgb(97, 137, 101)"
jmp ds:EnterCriticalSection,"rgb(97, 136, 102)"
mov [ebp+8Ch+var_8],"rgb(97, 135, 103)"
call ds:socket,"rgb(97, 134, 104)"
edx [ecx+70h],"rgb(97, 133, 105)"
aT db,"rgb(97, 132, 106)"
cmp [eax+3Ch],"rgb(97, 131, 107)"
movsd xmm0,"rgb(97, 130, 108)"
[ebp+var_4] 28h,"rgb(97, 129, 109)"
[ebp+1F8h+var_234] esi,"rgb(97, 128, 110)"
ecx [esp+lpData],"rgb(97, 127, 111)"
[esi+0Ch] 8000h,"rgb(97, 126, 112)"
mov [ebp+var_494],"rgb(97, 125, 113)"
[esi+4] 0FFFFFFFEh,"rgb(97, 124, 114)"
[esp+0A8h+var_A0] eax,"rgb(97, 123, 115)"
ptr [edx+90h],"rgb(97, 122, 116)"
ebx [edx+edx],"rgb(97, 121, 117)"
ptr [ebx-1],"rgb(97, 120, 118)"
eax 1FFh,"rgb(97, 119, 119)"
eax 0A8h,"rgb(97, 118, 120)"
edx [ebp-1],"rgb(96, 140, 99)"
edx [esi+64h],"rgb(96, 139, 100)"
mov [ebp+var_458],"rgb(96, 138, 101)"
edx [edi+ecx],"rgb(96, 137, 102)"
aZ db,"rgb(96, 136, 103)"
[esi+54h] bl,"rgb(96, 135, 104)"
cx 2Eh,"rgb(96, 134, 105)"
[ebp+var_274] 0,"rgb(96, 133, 106)"
eax 800000h,"rgb(96, 132, 107)"
ecx [esp+48h+arg_0],"rgb(96, 131, 108)"
ptr [eax+270h],"rgb(96, 130, 109)"
[esi] 2Eh,"rgb(96, 129, 110)"
dec [ebp+var_28],"rgb(96, 128, 111)"
ecx [esp+4+var_4],"rgb(96, 127, 112)"
ptr [eax+110h],"rgb(96, 126, 113)"
ecx 0FCF0FCE0h,"rgb(96, 125, 114)"
ptr [ecx+0D0h],"rgb(96, 124, 115)"
call sub_401440,"rgb(96, 123, 116)"
rol word,"rgb(96, 122, 117)"
dw 15Dh,"rgb(96, 121, 118)"
dd 30002h,"rgb(96, 120, 119)"
eax [eax+0A0h],"rgb(96, 119, 120)"
[esp+30h] eax,"rgb(95, 140, 100)"
[ebp+var_18] 0CCh,"rgb(95, 139, 101)"
call sub_10003730,"rgb(95, 138, 102)"
short loc_4024F2,"rgb(95, 137, 103)"
[ebp+var_88] 2,"rgb(95, 136, 104)"
eax [ebp+dwData],"rgb(95, 135, 105)"
cmp [eax+24h],"rgb(95, 134, 106)"
push 7530h,"rgb(95, 133, 107)"
[esp+18h+var_4] ebp,"rgb(95, 132, 108)"
ptr [ecx+0B8h],"rgb(95, 131, 109)"
call sub_4070E0,"rgb(95, 130, 110)"
ebp [esp+0Ch+arg_8],"rgb(95, 129, 111)"
eax 134h,"rgb(95, 128, 112)"
ecx [esi+0E8h],"rgb(95, 127, 113)"
dd 70h,"rgb(95, 126, 114)"
mov [esp+68h+var_44],"rgb(95, 125, 115)"
eax [edi+70h],"rgb(95, 124, 116)"
[ebp+var_C+3] 80h,"rgb(95, 123, 117)"
[esi+5Ch] al,"rgb(95, 122, 118)"
eax [edi+3],"rgb(95, 121, 119)"
[ebp+var_18] 0FFFFh,"rgb(95, 120, 120)"
esi 4000000h,"rgb(94, 140, 101)"
mov [esp+58h+var_44],"rgb(94, 139, 102)"
[ebp+8Ch+var_8] dl,"rgb(94, 138, 103)"
eax 12Ch,"rgb(94, 137, 104)"
call sub_4046C0,"rgb(94, 136, 105)"
edi 80070000h,"rgb(94, 135, 106)"
eax [ebp-0C0h],"rgb(94, 134, 107)"
[edi] 35h,"rgb(94, 133, 108)"
eax [ebp+SystemTime.wYear],"rgb(94, 132, 109)"
cmp [esi+64h],"rgb(94, 131, 110)"
[ebp-88h] ecx,"rgb(94, 130, 111)"
[ebp+78h+VersionInformation.dwMajorVersion] 4,"rgb(94, 129, 112)"
[eax+28h] ebx,"rgb(94, 128, 113)"
cl 27h,"rgb(94, 127, 114)"
fstp [ebp+var_14],"rgb(94, 126, 115)"
eax [ebp-428h],"rgb(94, 125, 116)"
edx [esi+98h],"rgb(94, 124, 117)"
eax [esp+54h+var_44],"rgb(94, 123, 118)"
push 1300h,"rgb(94, 122, 119)"
[ebp+var_434] eax,"rgb(94, 121, 120)"
ptr [esi+218h],"rgb(93, 140, 102)"
ecx [edi+ecx*4],"rgb(93, 139, 103)"
[ebp+lParam] ebx,"rgb(93, 138, 104)"
[ecx+28h] edx,"rgb(93, 137, 105)"
eax [ebp-110h],"rgb(93, 136, 106)"
ax [ebp+arg_10],"rgb(93, 135, 107)"
[esi+70h] 1,"rgb(93, 134, 108)"
ptr [edi+2Dh],"rgb(93, 133, 109)"
edi 10000h,"rgb(93, 132, 110)"
ebx [eax+20h],"rgb(93, 131, 111)"
[ebp+var_1C] 0CCh,"rgb(93, 130, 112)"
eax [esi+188h],"rgb(93, 129, 113)"
ecx 76h,"rgb(93, 128, 114)"
edi [ebp-54h],"rgb(93, 127, 115)"
ecx [ebp+var_F4],"rgb(93, 126, 116)"
esi [ebp+String],"rgb(93, 125, 117)"
ebx [esp+8+arg_4],"rgb(93, 124, 118)"
call sub_40D390,"rgb(93, 123, 119)"
[ebp+CharType] 0,"rgb(93, 122, 120)"
call sub_406489,"rgb(92, 140, 103)"
call ?AfxFindResourceHandle@@YGPAUHINSTANCE__@@PBD0@Z,"rgb(92, 139, 104)"
[edi+24h] ebx,"rgb(92, 138, 105)"
ecx [ebp-0ECh],"rgb(92, 137, 106)"
edx [ebx-4],"rgb(92, 136, 107)"
[ebp+var_264] eax,"rgb(92, 135, 108)"
[esp+6Ch+var_40] edx,"rgb(92, 134, 109)"
esi [edx+2],"rgb(92, 133, 110)"
push 92h,"rgb(92, 132, 111)"
short loc_401739,"rgb(92, 131, 112)"
push 142h,"rgb(92, 130, 113)"
mov [esp+0A8h+var_A4],"rgb(92, 129, 114)"
ecx [esp+0],"rgb(92, 128, 115)"
[ebp+var_270] 0,"rgb(92, 127, 116)"
eax [edx+64h],"rgb(92, 126, 117)"
ecx [esp+54h+var_38],"rgb(92, 125, 118)"
ecx [ebp+hdc],"rgb(92, 124, 119)"
edx [edx+esi*4],"rgb(92, 123, 120)"
ptr [ebp+arg_0+2],"rgb(91, 140, 104)"
[esp+44h+var_4] 2,"rgb(91, 139, 105)"
esp 278h,"rgb(91, 138, 106)"
ptr [ebp-9Fh],"rgb(91, 137, 107)"
[ebx+80h] eax,"rgb(91, 136, 108)"
[ebx+8] 2,"rgb(91, 135, 109)"
ptr [ecx+0Dh],"rgb(91, 134, 110)"
eax [edi+90h],"rgb(91, 133, 111)"
dx dl,"rgb(91, 132, 112)"
ax 3Ah,"rgb(91, 131, 113)"
eax [edx-4Ch],"rgb(91, 130, 114)"
[ebp+var_C] 0Ah,"rgb(91, 129, 115)"
mov [esi+160h],"rgb(91, 128, 116)"
edi [esp+2Ch+arg_4],"rgb(91, 127, 117)"
bl 65h,"rgb(91, 126, 118)"
esp 158h,"rgb(91, 125, 119)"
call sub_403180,"rgb(91, 124, 120)"
test [ebp+var_C],"rgb(90, 140, 105)"
dw 34h,"rgb(90, 139, 106)"
eax 71h,"rgb(90, 138, 107)"
short loc_10006CF4,"rgb(90, 137, 108)"
ptr [eax+2Fh],"rgb(90, 136, 109)"
ptr [ebp+eax+var_318],"rgb(90, 135, 110)"
[ebp+var_2D] 0,"rgb(90, 134, 111)"
[esp+0BCh+var_B4] ecx,"rgb(90, 133, 112)"
dw 1E6h,"rgb(90, 132, 113)"
push 1A4h,"rgb(90, 131, 114)"
ecx [eax+5],"rgb(90, 130, 115)"
dw 3Ah,"rgb(90, 129, 116)"
db 'COMCTL32.dll',"rgb(90, 128, 117)"
cl 48h,"rgb(90, 127, 118)"
dw 156h,"rgb(90, 126, 119)"
short loc_4031EA,"rgb(90, 125, 120)"
short loc_4020C7,"rgb(120, 124, 90)"
[ebx+78h] 0,"rgb(120, 123, 91)"
short loc_100049E0,"rgb(120, 122, 92)"
short loc_403B86,"rgb(120, 121, 93)"
eax [esi+148h],"rgb(120, 120, 94)"
short loc_4013A5,"rgb(120, 119, 95)"
ebx [esi+64h],"rgb(120, 118, 96)"
[eax+208h] cx,"rgb(120, 117, 97)"
eax [ebp+514h+var_580],"rgb(120, 116, 98)"
[esp+28h+var_20] edi,"rgb(120, 115, 99)"
[ecx+esi+5] al,"rgb(120, 114, 100)"
eax [ebp+514h+Buffer],"rgb(120, 113, 101)"
short loc_1000181A,"rgb(120, 112, 102)"
[esp+0Ch] edi,"rgb(120, 111, 103)"
ebx [ebp-20h],"rgb(120, 110, 104)"
offset fn,"rgb(119, 125, 90)"
mov [ebp+var_A1],"rgb(119, 124, 91)"
mov [ebp+FilePart],"rgb(119, 123, 92)"
short loc_10003654,"rgb(119, 122, 93)"
offset aSystemCurrentc,"rgb(119, 121, 94)"
mov [esp+9Ch+var_70],"rgb(119, 120, 95)"
mov [esp+9Ch+var_30],"rgb(119, 119, 96)"
dl [eax+2],"rgb(119, 118, 97)"
short loc_10007222,"rgb(119, 117, 98)"
dw 14h,"rgb(119, 116, 99)"
[eax+26Ah] cx,"rgb(119, 115, 100)"
call sub_403680,"rgb(119, 114, 101)"
call sub_4022EA,"rgb(119, 113, 102)"
eax [ebp+var_154],"rgb(119, 112, 103)"
mov [ebp+var_1F8],"rgb(119, 111, 104)"
eax [ebp-0C8h],"rgb(119, 110, 105)"
'COMCTL32.dll' 0,"rgb(118, 126, 90)"
edi [ebx+50h],"rgb(118, 125, 91)"
esp 800h,"rgb(118, 124, 92)"
esp 324h,"rgb(118, 123, 93)"
[ebp+var_120] 0,"rgb(118, 122, 94)"
short loc_404D20,"rgb(118, 121, 95)"
ecx 190h,"rgb(118, 120, 96)"
[ecx] 0Ch,"rgb(118, 119, 97)"
cmp [edi+40h],"rgb(118, 118, 98)"
mov [ebp+var_1E0],"rgb(118, 117, 99)"
cmp [esp+10h+arg_8],"rgb(118, 116, 100)"
ptr [esp+4+var_4],"rgb(118, 115, 101)"
dd 4Ch,"rgb(118, 114, 102)"
call sub_4051D0,"rgb(118, 113, 103)"
[ebp+var_F] 0,"rgb(118, 112, 104)"
[ebp-1] 1,"rgb(118, 111, 105)"
cmp [edx+eax],"rgb(118, 110, 106)"
[edx+44h] eax,"rgb(117, 127, 90)"
[ebp+var_C] 8007000Eh,"rgb(117, 126, 91)"
call sub_401150,"rgb(117, 125, 92)"
ptr [ebx+19h],"rgb(117, 124, 93)"
al [eax+4],"rgb(117, 123, 94)"
cmp [eax+0F8h],"rgb(117, 122, 95)"
push [esp+8+lpMultiByteStr],"rgb(117, 121, 96)"
[ebp+var_A4] edx,"rgb(117, 120, 97)"
[ebp-44h] 1,"rgb(117, 119, 98)"
[esi+0Ch] 10h,"rgb(117, 118, 99)"
[esi+0A4h] 0,"rgb(117, 117, 100)"
[ebp-220h] eax,"rgb(117, 116, 101)"
ecx [ebp-240h],"rgb(117, 115, 102)"
jmp loc_4038BD,"rgb(117, 114, 103)"
eax [esp+48h],"rgb(117, 113, 104)"
eax [esp+48h+var_10],"rgb(117, 112, 105)"
eax [ebp+3Ch],"rgb(117, 111, 106)"
push 400000h,"rgb(117, 110, 107)"
eax cbMultiByte,"rgb(116, 128, 90)"
[esi+1Ch] bl,"rgb(116, 127, 91)"
dd 70001F3h,"rgb(116, 126, 92)"
mov [ebx+edi],"rgb(116, 125, 93)"
[esp+28h+var_28] ebx,"rgb(116, 124, 94)"
[esp+2Ch] eax,"rgb(116, 123, 95)"
ptr [eax+0CCh],"rgb(116, 122, 96)"
ptr [eax+esi+5],"rgb(116, 121, 97)"
[esi+60h] 1,"rgb(116, 120, 98)"
push [ebp+nInBufferSize],"rgb(116, 119, 99)"
mov [edi+edx*4],"rgb(116, 118, 100)"
ecx [ebp-14Ch],"rgb(116, 117, 101)"
[esp+24h+var_4] ebx,"rgb(116, 116, 102)"
offset pszFile,"rgb(116, 115, 103)"
mov [ebp+3F4h+lpMultiByteStr],"rgb(116, 114, 104)"
edx [ebp-0B4h],"rgb(116, 113, 105)"
cmp [ebp+var_A0],"rgb(116, 112, 106)"
[edi+68h] 0,"rgb(116, 111, 107)"
edi ds:VirtualAlloc,"rgb(116, 110, 108)"
[edi+50h] eax,"rgb(115, 129, 90)"
short loc_401FE7,"rgb(115, 128, 91)"
call ?ReleaseBuffer@CString@@QAEXH@Z,"rgb(115, 127, 92)"
[esp+38h+var_34] offset,"rgb(115, 126, 93)"
mov [ebp+0Ah],"rgb(115, 125, 94)"
call ds:PathFindFileNameA,"rgb(115, 124, 95)"
ecx [ebp+var_454],"rgb(115, 123, 96)"
ecx [ebp+wParam],"rgb(115, 122, 97)"
short loc_10003B0E,"rgb(115, 121, 98)"
ptr [ebp+var_28+1],"rgb(115, 120, 99)"
ecx 110h,"rgb(115, 119, 100)"
ebx [ecx+10h],"rgb(115, 118, 101)"
eax [ebp+var_814],"rgb(115, 117, 102)"
[edi+34h] 0,"rgb(115, 116, 103)"
[ebp+var_1CC] eax,"rgb(115, 115, 104)"
push 11Bh,"rgb(115, 114, 105)"
call sub_40BE40,"rgb(115, 113, 106)"
[esi+4] di,"rgb(115, 112, 107)"
call ds:GetFullPathNameA,"rgb(115, 111, 108)"
[eax+esi+5] 0Ah,"rgb(115, 110, 109)"
edi 98h,"rgb(114, 130, 90)"
[eax+esi+4] 48h,"rgb(114, 129, 91)"
ecx [ecx+80h],"rgb(114, 128, 92)"
ecx [ebp-1],"rgb(114, 127, 93)"
cx 0FFFFh,"rgb(114, 126, 94)"
edi bl,"rgb(114, 125, 95)"
[ecx+40h] edx,"rgb(114, 124, 96)"
short loc_402661,"rgb(114, 123, 97)"
[esp+0Ch+var_s0] eax,"rgb(114, 122, 98)"
jmp ds:HeapFree,"rgb(114, 121, 99)"
[ecx+ebx*4] eax,"rgb(114, 120, 100)"
mov [ebp+var_2F4],"rgb(114, 119, 101)"
ecx [edi+eax*2+2],"rgb(114, 118, 102)"
ax [edx+6],"rgb(114, 117, 103)"
[esp+28h+var_14] edx,"rgb(114, 116, 104)"
edx [edx+44h],"rgb(114, 115, 105)"
[edi+ecx] eax,"rgb(114, 114, 106)"
ecx 32h,"rgb(114, 113, 107)"
esp 174h,"rgb(114, 112, 108)"
cmp [ebp+String],"rgb(114, 111, 109)"
[ebp+var_84] 1,"rgb(114, 110, 110)"
ptr [edx+9Ch],"rgb(113, 131, 90)"
eax [eax+esi*8],"rgb(113, 130, 91)"
setle al,"rgb(113, 129, 92)"
edi [edi+14h],"rgb(113, 128, 93)"
edi bx,"rgb(113, 127, 94)"
push 8Dh,"rgb(113, 126, 95)"
